id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"247","SIMBA TECHNOLOGIES, INC","","disqualified","2","sales","4","relationship_building","soft intro, understand business first","Technology firm in government database with named contact suggests possible IT services; missing org type and CMMC signal, but worth initial outreach to clarify role.","qualified"
"248","THE RIGGS GROUP, P.C.","","disqualified","2","sales","3","relationship_building","very soft touch or skip","Law firm (P.C.) in government contractor database; legal practices rarely require CMMC or continuous compliance monitoring unless also providing IT services.","disqualified"
"249","CRUSET GROUP INC","","disqualified","3","sales","4","relationship_building","soft intro, understand business first","Government contractor with named contact and generic group name; insufficient clarity on business type or defense connection to pitch directly without discovery.","qualified"
"250","R3 LLC","","disqualified","3","sales","3","relationship_building","very soft touch or skip","Minimal identifier; R3 LLC is too generic and government database membership alone does not clarify IT, compliance, or defense tie-in.","disqualified"
"251","FEDERAL MIRACLE TECH LLC","","disqualified","2","sales","5","sales","compliance-focused pitch","Company name explicitly references federal/tech work, appears in government database, and has reachable contact; 'Federal' + 'Tech' strongly suggest defense/government IT involvement warranting direct outreach.","qualified"
"252","ARJUN SOLUTIONS INCORPORATED","","disqualified","2","sales","4","relationship_building","soft intro, understand business first","Solutions-focused name in government database with named contact; insufficient detail on whether IT, cybersecurity, or compliance-relevant but worth initial exploratory call.","qualified"
"253","EMCS LLC","","disqualified","2","sales","5","sales","direct compliance pitch","HUBZone-certified small business in government database with named contact signals legitimate government contracting; worth direct CMMC/compliance outreach.","qualified"
"254","CHESAPEAKE INSIGHTS, LLC","","disqualified","3","sales","6","sales","direct compliance pitch","Veteran-owned (VOSB) in government database with business intelligence/insights name and reachable contact; defensible government contractor profile merits direct outreach.","qualified"
"255","TTW SOLUTIONS, INC.","","disqualified","2","sales","3","relationship_building","very soft touch or skip","Generic solutions firm in government database; no defense, IT services, or compliance signal; government registration alone insufficient.","disqualified"
"256","BLACK RAVEN SECURITY, LLC","","disqualified","3","sales","6","sales","direct compliance/security pitch","Veteran-owned (VOSB/SDVOSB) security firm in government database with named contact; security company profile strongly suggests defense contracting and CMMC relevance.","qualified"
"257","ATHOS1 LLC","","disqualified","3","sales","7","sales","direct CMMC/compliance pitch","Multi-certified small business (8(a), WOSB, EDWOSB, VOSB, SDVOSB) in government database with named contact shows strong government contracting credentials; high probability of active or planned CMMC requirement.","qualified"
"258","KARDS CYBER SOLUTIONS LLC","","disqualified","2","sales","7","sales","direct cybersecurity/compliance pitch","Cybersecurity-focused company name in government database with reachable contact explicitly suggests IT security/compliance work; strong fit for Vulnaguard Sentinel.","qualified"
"259","AMERICAN ELECTRONICS, INC.","","disqualified","3","sales","5","sales","direct compliance pitch","Woman-owned small business (WOSB) electronics firm in government database with named contact; manufacturing/electronics for government suggests potential CMMC requirement.","qualified"
"260","LESCHACK INTEGRATIONS INC","","disqualified","3","sales","4","relationship_building","soft intro, understand business first","Integration/solutions firm in government database with reachable contact; possible IT services but vague name warrants initial discovery call.","qualified"
"261","ELIX SOLUTIONS LLC","","disqualified","2","sales","4","relationship_building","soft intro, understand business first","Solutions firm in government database with named contact; generic name offers no clear signal of IT, defense, or compliance work; exploratory call justified.","qualified"
"262","BREAKWATER QUANTUM SOLUTIONS, LLC","","disqualified","2","sales","6","sales","direct compliance pitch","Veteran-owned (VOSB/SDVOSB) quantum/advanced solutions firm in government database with named contact; technology focus and vet status signal defensible government IT contracting.","qualified"
"263","BNL CONSULTING, LLC","","disqualified","3","sales","5","sales","direct compliance pitch","HUBZone-certified consulting firm in government database with reachable contact; consulting profile and government certification suggest plausible defense/compliance work.","qualified"
"264","DELTASTRAC LLC","","disqualified","2","sales","6","sales","direct compliance pitch","8(a), VOSB, SDVOSB certifications strongly signal defense contracting involvement; named contact (Gilroy Gotiangco) with contact method provides entry point despite missing employee count and CMMC level details.","qualified"
"266","KEYS NET LLC","","disqualified","3","sales","4","relationship_building","warm intro, no hard ask","Named contact (Marcus Alzona) with contact method is positive, but unknown org type and complete lack of defense/CMMC signals make this a soft-touch, data-gathering lead.","qualified"
"267","THE OPTIMUM SOLUTIONS GROUP, LLC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Adriana Shivers) with contact method present, but no org type, CMMC signals, or employee count data limits confidence; worth relationship-building touch.","qualified"
"268","SANTEWAA LLC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","WOSB designation suggests government exposure, and named contact (Joanitta Bediako) is reachable, but lack of defense-specific signals and employee data warrant cautious approach.","qualified"
"269","E-BUSINESSSOFT, INC","","disqualified","2","sales","3","relationship_building","warm intro, no hard ask","Named contact (Radhakrishnan Cholayil) with email is the only qualifier; no org type, CMMC signals, or company details visible, making this a low-confidence relationship-building candidate.","disqualified"
"270","JMCH TECHNOLOGIES INC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Jacob A Hamilton) with contact method is available, but unknown org type and zero CMMC/defense signals require a soft, exploratory approach.","qualified"
"271","INTELECT CORPORATION","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Parth Patel) and contact method present, but no org type or defense signals visible; soft relationship-building touch is appropriate.","qualified"
"272","SIERRA MANAGEMENT & TECHNOLOGIES INC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Carin Moss) with email reachable, but no org type, CMMC level, or clear defense tie; worth gentle exploratory outreach.","qualified"
"273","SHARPMIST LLC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Semhar Yemane) and contact method available, but unknown org type and missing all CMMC/defense indicators require cautious relationship-building approach.","qualified"
"274","SCUTE TECHNOLOGIES, LLC","","disqualified","3","sales","5","sales","direct compliance pitch","VOSB designation indicates government contracting tie; named contact (Nicholas Garufi) with contact method provides entry; missing employee count and CMMC level data is acceptable given baseline signal.","qualified"
"275","WOOD FEDERAL SOLUTIONS, INC.","","disqualified","3","sales","5","sales","direct compliance pitch","WOSB status signals government contracting involvement; named contact (Margaret Wood) with contact method is actionable; missing employee count and CMMC level does not disqualify.","qualified"
"277","GLOBAL CATALYST LLC","","disqualified","2","sales","6","sales","direct compliance pitch","VOSB and SDVOSB certifications are strong defense-contracting signals; named contact (Hakiim Nadiff) with contact method provides clear entry point despite missing employee and CMMC data.","qualified"
"278","CYBER SECURITY INNOVATIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) certification plus 'Cyber Security Innovations' name suggest defense/compliance relevance; named contact (Alusine Conteh) with contact method enables direct outreach despite missing employee count.","qualified"
"279","PFF, LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), WOSB, and EDWOSB certifications strongly indicate defense subcontracting; named contact (Cassandra Lacey) with contact method provides direct access despite unknown employee count and CMMC level.","qualified"
"280","GWFL ENTERPRISE LLC","","disqualified","3","sales","5","sales","direct compliance pitch","WOSB and EDWOSB designations signal government contracting ties; named contact (Amira Stokes) with contact method is actionable; missing org-type specifics do not override baseline qualification.","qualified"
"281","FULGENTAR INC.","","disqualified","2","sales","3","relationship_building","warm intro, no hard ask","Named contact (Ariane Tchengoue Youmbi) with email is present, but unknown org type and zero defense/CMMC signals make this a low-confidence, exploratory relationship-building lead.","disqualified"
"282","TECHGUARD SECURITY LLC","","disqualified","3","sales","5","sales","direct compliance pitch","WOSB designation plus 'TechGuard Security' name suggest government/security focus; named contact (Carla Stone) with contact method enables outreach despite missing employee and CMMC details.","qualified"
"283","MARRS GROUP LLC","","disqualified","3","sales","5","sales","direct compliance pitch","VOSB and SDVOSB certifications signal defense contracting; named contact (Yann Martin) with contact method provides entry point despite missing employee count and CMMC level.","qualified"
"284","SCITECH SERVICES INC","","disqualified","2","sales","3","relationship_building","warm intro, no hard ask","Named contact (David Moore) with email present, but no org type, CMMC signals, or employee data visible; soft exploratory approach warranted.","disqualified"
"285","J.S. PERKINS CONSULTING LLC","","disqualified","2","sales","3","relationship_building","warm intro, no hard ask","Named contact (Joseph Perkins) with email is reachable, but unknown org type and complete absence of CMMC/defense signals require cautious relationship-building touch.","disqualified"
"286","OLIVE DRAB TECHNOLOGIES LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB and SDVOSB certifications are strong defense-contracting indicators; 'Olive Drab' name suggests military/defense alignment; named contact (Damone Brown) with contact method enables direct pitch.","qualified"
"287","CYBERMATIC SOLUTIONS LLC","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Named contact (Gbolahan Fatoyinbo) with email available, but no org type or defense signals; 'Cybermatic Solutions' name hints at tech/security but lacks confirmation; soft approach appropriate.","qualified"
"288","ATOLLO TECHNOLOGY SOLUTIONS, LLC","","disqualified","2","sales","3","relationship_building","warm intro, no hard ask","Named contact (Olugbenga Erinle) with email present, but no org type, CMMC signals, or employee data; exploratory relationship-building approach warranted.","disqualified"
"290","ZDAAS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a), WOSB, and EDWOSB certifications strongly signal defense subcontracting; named contact (Samina Amjad) with contact method provides clear entry despite missing employee count and CMMC level.","qualified"
"291","DYNAMIC SERVICES INTEGRATION CORPORATION","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), VOSB, and SDVOSB certifications are powerful defense-contracting signals; named contact (Michael Jones) with contact method enables direct compliance pitch despite missing employee and CMMC details.","qualified"
"292","EMPIRICAL CORPORATION","","disqualified","2","sales","5","relationship_building","soft intro, learn about their government work","Government contractor database membership is a positive baseline signal, named contact Antrium Jones is reachable, but unknown org type and no defense indicators require gentle exploration first.","qualified"
"293","SWINGTECH CONSULTING INC.","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB certification suggests small business defense contractor posture; named contact Jyothi Bhargava and government registration support a direct compliance conversation.","qualified"
"294","GABTICS LLC","","disqualified","2","sales","7","sales","direct compliance pitch","WOSB + EDWOSB certifications indicate strong defense contracting credentials; named contact Tricia Umeh and government registration make this a solid direct-fit prospect.","qualified"
"295","THE FREAL ESTATE GROUP, LLC","","disqualified","2","sales","2","referral","no outreach—likely non-fit","Company name 'The Freal Estate Group' strongly suggests real estate/property business, incompatible with defense contractor CMMC needs despite database registration.","disqualified"
"296","SBC INNOVATIONS LLC","","disqualified","2","sales","4","relationship_building","soft intro, explore government contracting relevance","Government contractor registration is positive but 'SBC Innovations' gives no defense signal; named contact Ashley Vastey allows soft exploratory outreach.","qualified"
"297","ASM EDUCATIONAL CENTER INC","","disqualified","2","sales","2","referral","no outreach—likely non-fit","Company name 'ASM Educational Center' suggests education/training focus, likely incompatible with CMMC compliance sales despite database registration.","disqualified"
"299","SRL TOTAL SOURCE LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB + SDVOSB certifications are strong defense contractor signals; named contact Robert Lane Jr. and government registration support direct compliance outreach.","qualified"
"300","DIGITAL BUSINESS LLC","","disqualified","1","sales","3","relationship_building","soft intro, learn their government contracting footprint","Government contractor database membership is the only positive signal; generic company name and named contact Chidiebere Ohaka warrant gentle exploration to confirm defense relevance.","disqualified"
"301","COLLABORATIVE SHARED TECHNOLOGIES, LLC","","disqualified","3","sales","7","sales","direct compliance pitch","Multiple defense certifications (WOSB, VOSB, SDVOSB) strongly indicate government contractor status; named contact Asha Peterson makes direct compliance pitch appropriate.","qualified"
"302","INSIGHT TECHNOLOGY SOLUTIONS, LLC","","disqualified","3","sales","5","relationship_building","soft intro, confirm IT services to government sector","Company name 'Insight Technology Solutions' suggests IT services fit; government registration + named contact Matthew Anderson warrant soft outreach to confirm government/defense footprint.","qualified"
"303","VANJOH GRAPHICS, L.L.C.","","disqualified","2","sales","3","relationship_building","soft intro, learn government contracting role","Company name 'Vanjoh Graphics' suggests creative/design services with unclear defense tie; government registration + named contact John Hughes Jr. allow gentle exploration.","disqualified"
"304","TECHSTARS JV LLC","","disqualified","2","sales","3","relationship_building","soft intro, confirm government contracting relevance","Generic company name 'TechStars JV' and government registration alone do not signal defense fit; named contact Johnson Sabariaradimai allows exploratory soft outreach.","disqualified"
"305","GOVTEC VENTURES LLC","","disqualified","2","sales","4","relationship_building","soft intro, explore government/defense work","Company name 'GovTec Ventures' hints at government focus; government registration + named contact Dan Via suggest exploration-stage soft outreach.","qualified"
"306","AIM CONSULTING, LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a) + WOSB + EDWOSB certifications are strong defense contractor signals; named contact Ann Marie Bryant and government registration support direct compliance pitch.","qualified"
"307","R2 SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB + SDVOSB certifications indicate defense contractor status; named contact Ronney Revis and government registration support direct compliance outreach.","qualified"
"308","K CAPITAL SYSTEMS LLC","","disqualified","2","sales","3","relationship_building","soft intro, explore their government contracting scope","Generic company name 'K Capital Systems' with government registration only; named contact Kevin Mitchell allows soft exploratory outreach to confirm defense relevance.","disqualified"
"309","CARTER LEE SYSTEMS ENGINEERING LLC","","disqualified","2","sales","4","relationship_building","soft intro, learn about systems engineering for government","Company name 'Carter Lee Systems Engineering' suggests potential government systems work; government registration + named contact Christel Brown warrant exploratory outreach.","qualified"
"310","JET SYSTEMS LLC","","disqualified","2","sales","3","relationship_building","soft intro, confirm government/defense systems focus","Generic company name 'Jet Systems' with government registration only; named contact Scott Jaster allows soft outreach to explore defense relevance.","disqualified"
"311","MTI SYSTEMS, INC.","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB certification signals small business defense contractor; named contact Colleen McGraw and government registration support direct compliance conversation.","qualified"
"312","ALTUS SYSTEMS & TECHNOLOGIES, LLC","","disqualified","3","sales","5","relationship_building","soft intro, confirm systems/tech focus on government","Company name 'Altus Systems & Technologies' suggests IT/systems fit; government registration + named contact David Brashear allow soft outreach to confirm defense footprint.","qualified"
"313","1ST AMERICAN SYSTEMS AND SERVICES LLC","","disqualified","2","sales","3","relationship_building","soft intro, explore government contracting role","Generic company name 'First American Systems and Services' with government registration only; named contact Russell Henderson allows exploratory soft outreach.","disqualified"
"314","BETA SYSTEMS INTERNATIONAL LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a) + WOSB + EDWOSB certifications strongly indicate defense contractor status; named contact Joanne Briones and government registration support direct compliance pitch.","qualified"
"315","SYSTEM ARCHITECTS GROUP L.L.C.","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB certification + company name 'System Architects Group' suggest defense architecture work; named contact Tracey Michael and government registration support direct compliance outreach.","qualified"
"316","FOUR PILLARS INFORMATION TECHNOLOGY SERVICES, LLC","","disqualified","2","sales","5","partnership","partner/co-sell exploration","Company name 'Four Pillars Information Technology Services' suggests IT services firm that could refer or co-sell; named contact Lisa Brown and government registration support partner exploration.","qualified"
"317","SCD INFORMATION TECHNOLOGY, LLC","","disqualified","2","sales","4","partnership","soft partner exploration","Company name 'SCD Information Technology' suggests IT services potential; government registration + named contact Lou Moiani allow soft outreach to explore partner/referral fit.","qualified"
"318","WORLD TECH SOLUTIONS LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Government contractor database membership provides baseline qualification, named contact is reachable, but 'WORLD TECH SOLUTIONS' name lacks defense/tech specificity; worth a low-pressure initial conversation.","qualified"
"319","S4D CONSULTING, LLC","","disqualified","2","sales","5","relationship_building","soft intro, exploratory","'CONSULTING' in name suggests possible advisory role for government contractors; named contact Lule is reachable and database membership is positive, but insufficient signals warrant gentle outreach first.","qualified"
"320","FED SOLUTIONS, LLC","","disqualified","2","sales","5","sales","direct compliance pitch with discovery","'FED SOLUTIONS' name strongly implies federal contracting focus; named contact Potter is reachable and government database membership confirms subcontractor status; worth direct pitch with openness to scope discovery.","qualified"
"322","RB CONTINUUM, INC.","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB certifications are strong defense-subcontractor signals; named contact O'Leary is reachable; government database membership confirmed; pitch CMMC compliance need.","qualified"
"323","SOLUTIONS SOURCE INC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic name 'SOLUTIONS SOURCE' offers weak defense signals; named contact Khandge is reachable but insufficient indicators for direct sales approach; start exploratory.","qualified"
"324","EMERALD TECHNICAL SOLUTIONS & STAFFING LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), VOSB, SDVOSB certifications are strong indicators of defense/government focus; staffing/solutions mix suggests they may handle CUI; named contact Lawson is reachable; direct pitch recommended.","qualified"
"326","TECHGLOBAL INC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","WOSB certification is positive but generic 'TECHGLOBAL' name lacks defense specificity; named contact Frizzell is reachable; insufficient signals for direct pitch; soft start warranted.","qualified"
"327","COGENT PEOPLE INC","","disqualified","3","sales","6","sales","direct compliance pitch with discovery","8(a) certification indicates government contracting; named contact Oberoi is reachable; government database membership confirmed; pitch CMMC compliance and security posture.","qualified"
"329","FALCON EDGE TECHNOLOGIES, LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","'FALCON EDGE TECHNOLOGIES' suggests tech focus but no certifications or org type clarity; named contact Koradia is reachable; minimal signals warrant relationship-building first.","qualified"
"330","JEHOVAH JIREH SOLUTIONS INC","","disqualified","2","sales","3","relationship_building","soft intro, exploratory","Religious-appearing name suggests non-defense origins; named contact Kota is reachable but no indicators of government/defense tie beyond database membership; very early-stage soft touch only.","disqualified"
"331","WERESOFT TECHNOLOGIES CONSULTING LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic 'CONSULTING' in tech name; no org type or certifications; named contact Akpan is reachable; database membership alone insufficient; exploratory conversation warranted.","qualified"
"332","EDSOL COMMUNICATIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) and HUBZone certifications are defense-contractor signals; 'COMMUNICATIONS' suggests potential for CUI handling; named contact Herrera is reachable; direct pitch reasonable.","qualified"
"333","UPSCALE BUSINESS SOLUTIONS LLC","","disqualified","2","sales","3","relationship_building","soft intro, exploratory","Generic 'UPSCALE BUSINESS SOLUTIONS' lacks defense signals; named contact Adeleke is reachable but no indicators of government ties beyond database membership; minimal engagement only.","disqualified"
"334","GLOTECH, INC.","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic 'GLOTECH' name offers weak signals; named contact Miller is reachable but no org type or certifications; database membership alone insufficient for direct pitch.","qualified"
"335","SPRINGFORWARD INC","","disqualified","2","sales","3","relationship_building","soft intro, exploratory","Generic 'SPRINGFORWARD' name suggests non-defense sector; named contact June is reachable but no org indicators; database membership minimal signal; very soft approach only.","disqualified"
"336","SUCCESS BY DESIGN LLC","","disqualified","2","sales","6","sales","direct compliance pitch","8(a), VOSB, SDVOSB certifications are strong government-contractor signals; named contact Agosto is reachable; database membership confirmed; direct pitch warranted.","qualified"
"337","SUMMIT FEDERAL SERVICES LLC","","disqualified","3","sales","6","sales","direct compliance pitch","HUBZone and WOSB certifications plus 'FEDERAL SERVICES' name strongly suggest government contracting; named contact Bailey is reachable; direct pitch on compliance monitoring appropriate.","qualified"
"338","MC SQUARED CONSULTING LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic 'MC SQUARED CONSULTING' lacks defense indicators; named contact McClarry is reachable but no certifications or org type; database membership insufficient for direct approach.","qualified"
"339","NARGER IT SERVICES, INC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB, SDVOSB certifications plus 'IT SERVICES' name indicate likely government/defense client support; named contact Joseph is reachable; direct pitch on security compliance reasonable.","qualified"
"340","OSS INC","","disqualified","3","sales","4","relationship_building","soft intro, exploratory","Generic 'OSS INC' lacks defense signals; named contact Gururani is reachable but no org type or certifications; database membership alone insufficient for direct pitch.","qualified"
"341","TAZOB LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","HUBZone certification is positive but generic 'TAZOB' name offers weak signals; named contact Neblett is reachable; insufficient clarity for direct pitch; exploratory start warranted.","qualified"
"342","TAC INTEGRATED SOLUTIONS LLC","","disqualified","3","sales","5","sales","direct compliance pitch with discovery","HUBZone certification plus 'INTEGRATED SOLUTIONS' name suggest government focus; named contact Barnes is reachable; worth direct pitch to uncover defense/CUI exposure.","qualified"
"343","BULLS RUN GROUP, LLC, THE","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB, SDVOSB certifications are strong defense signals; 'BULLS RUN GROUP' name suggests established firm; named contact Trent is reachable; direct compliance pitch appropriate.","qualified"
"344","VERSA INTEGRATED SOLUTIONS INC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic 'VERSA INTEGRATED SOLUTIONS' lacks defense markers; named contact Mitchell is reachable but no certifications or org type; database membership insufficient for direct approach.","qualified"
"345","FMS SECURE SOLUTIONS LLC","","disqualified","3","sales","5","sales","direct compliance pitch with discovery","'FMS SECURE SOLUTIONS' name suggests security/compliance awareness; named contact Squires is reachable; worth direct outreach to explore government/CUI exposure and CMMC readiness.","qualified"
"346","SUNRATEK LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB designations indicate veteran-owned defense contractor eligibility; named contact Christopher Harris with email provides direct outreach path for compliance solution discussion.","qualified"
"347","FASTECH, INC.","","disqualified","1","sales","4","relationship_building","soft intro, no hard ask","Government contractor database membership is the only confirmation signal; unknown org type and no defense signals warrant initial relationship building before compliance pitch.","qualified"
"348","JUPITER LLC","","disqualified","3","sales","6","sales","direct compliance pitch","HUBZone and VOSB certifications suggest small defense contractor profile; named contact E Alex Jupiter with email enables direct outreach for CMMC monitoring discussion.","qualified"
"349","BLH TECHNOLOGIES INC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB designations align with defense subcontractor profile; named contact Benjamin Harris with email supports direct sales engagement.","qualified"
"350","MALBAIE SOLUTIONS INC.","","disqualified","2","sales","5","sales","direct compliance pitch","8(a) and WOSB/EDWOSB certifications indicate SBA-recognized small business in government contracting space; named contact Brice Rhee allows direct pitch.","qualified"
"351","B3-TECH CONSULTING, LLC","","disqualified","3","sales","4","relationship_building","soft intro, no hard ask","WOSB Pending status shows government contracting aspiration but lacks confirmed certifications; named contact Jeff Bonny warrants exploratory conversation rather than hard sell.","qualified"
"352","BEYOND BUSINESS SOLUTIONS, L.L.C.","","disqualified","3","sales","3","relationship_building","soft intro, no hard ask","No org type signals defense connection; government contractor database entry alone insufficient; named contact Patrick Rouse suggests soft relationship-building approach.","disqualified"
"353","BOWLER PONS SOLUTIONS CONSULTANTS, LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), VOSB, and SDVOSB certifications strongly suggest defense subcontractor; named contact Nathanael Cimo with email enables direct CMMC compliance pitch.","qualified"
"354","STRATIVIA LLC","","disqualified","3","sales","3","relationship_building","soft intro, no hard ask","No org type or defense indicators provided; government contractor registration alone insufficient warrant direct pitch; named contact Kenneth Kelly suggests exploratory outreach.","disqualified"
"355","JOSEPH WILLIAM REDDIX","","disqualified","2","sales","2","relationship_building","soft intro, no hard ask","Sole proprietor entry with minimal signals; unclear if active defense contractor; government database membership warrants light touch with Joseph Reddix.","disqualified"
"356","A SQUARE GROUP LLC","","disqualified","3","sales","5","sales","direct compliance pitch","WOSB designation suggests small business in contracting ecosystem; named contact Mandeep Singh with email enables compliance-focused outreach.","qualified"
"357","BOVIAN ENTERPRISES, LLC","","disqualified","2","sales","7","sales","direct compliance pitch","8(a), VOSB, and SDVOSB certifications indicate established defense subcontractor profile; named contact Anthony Jenkins supports direct CMMC pitch.","qualified"
"358","TORPEDO LINE CONSULTING LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB, VOSB, and SDVOSB certifications signal defense contracting involvement; named contact Tujuana Clark with email enables direct compliance outreach.","qualified"
"359","PSI PAX, INC.","","disqualified","3","sales","5","sales","direct compliance pitch","WOSB and EDWOSB certifications indicate small business government contractor; named contact Patricia Robrecht allows direct compliance pitch.","qualified"
"360","XENTIT, LLC","","disqualified","2","sales","3","relationship_building","soft intro, no hard ask","Unknown org type and no defense signals; government contractor database membership alone insufficient; named contact Mohammed Alvi warrants exploratory conversation.","disqualified"
"362","BARNALLEN TECHNOLOGIES, INC.","","disqualified","2","sales","3","relationship_building","soft intro, no hard ask","No org type or defense indicators; government contractor status unclear; named contact Gordon Barnaby suggests light-touch relationship building.","disqualified"
"363","IQ SIG LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB and SDVOSB certifications indicate veteran-owned defense contractor profile; named contact Raymond Mack with email enables direct CMMC pitch.","qualified"
"364","OMMNI HEALTH & WELLNESS LLC","","disqualified","3","sales","2","relationship_building","soft intro, no hard ask","Health & wellness focus suggests non-defense sector despite WOSB status; named contact Brittany Mason warrants soft exploratory outreach only.","disqualified"
"365","A3 CONSULTING LLC","","disqualified","3","sales","4","relationship_building","soft intro, no hard ask","HUBZone suggests small business but no defense signals; government contractor database membership unclear; named contact Adeniyi Adeyiga warrants exploratory conversation.","qualified"
"366","AB ALICE LIMITED LIABILITY COMPANY","","disqualified","2","sales","3","relationship_building","soft intro, no hard ask","WOSB designation alone insufficient for defense subcontractor confidence; no industry signals; named contact Olusola Labisi suggests relationship-building approach.","disqualified"
"367","V6 NETWORKS SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) certification strongly signals defense contracting eligibility and government contracts; named contact Andre Mbonda with email supports direct compliance pitch.","qualified"
"369","ARSIEM CORP","","disqualified","3","sales","6","sales","direct compliance pitch","HUBZone, VOSB, and SDVOSB certifications indicate established small defense contractor profile; named contact Ronelle Matthews enables direct CMMC outreach.","qualified"
"370","CITSC LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB and SDVOSB certifications indicate veteran-owned defense contractor; named contact Ovid Luke with email supports direct compliance pitch.","qualified"
"371","AMS TECHNOLOGIES, LLC","","disqualified","3","sales","5","sales","direct compliance pitch","HUBZone certification suggests small business government contractor profile; named contact Sean Robinson with email enables compliance-focused outreach.","qualified"
"372","IRON BEAR TECHNOLOGIES LLC","","disqualified","3","sales","3","relationship_building","soft intro, no hard ask","No org type or defense signals; government contractor database entry alone insufficient; named contact Donjulian Frazier suggests exploratory soft-touch approach.","disqualified"
"373","GALAXY CONSULTING, L.L.C.","","disqualified","2","sales","6","sales","warm intro, VOSB/SDVOSB angle","VOSB/SDVOSB designation signals government contractor status with named contact Charles Cooks available; missing CMMC/employee data is common in early-stage qualification and shouldn't penalize a verified government vendor.","qualified"
"374","INTRUSION STOPPERS INC","","disqualified","2","sales","5","sales","direct compliance pitch","Name 'Intrusion Stoppers' hints at security/IT focus relevant to CMMC; registered in government database with named contact Alexander George; org type unknown but company name suggests defense-adjacent fit.","qualified"
"375","APS GLOBAL LLC","","disqualified","2","sales","4","relationship_building","soft exploratory touch","Generic company name 'APS Global' offers no defense signal; registered in database with named contact Richard Hansen, but lacks any visible security or government-contracting indicator.","qualified"
"376","","","","","","4","relationship_building","soft exploratory touch","Generic name 'S3UN' with no discernible defense or security focus; database registration and named contact Oluwaseun Ajayi present, but insufficient signals to warrant direct compliance pitch.","qualified"
"378","VISAT INC","","disqualified","3","sales","5","sales","warm intro, broad IT services angle","Generic name 'VISAT' offers no clear defense signal but database registration and named contact Chintan Bhavsar justify light outreach; could be IT/consulting firm relevant to compliance.","qualified"
"379","AGILE CARE ENTERPRISES LLC","","disqualified","3","sales","6","sales","warm intro, veteran-owned angle","VOSB/SDVOSB certification confirms government vendor status with named contact Marion Vanzie; 'Care Enterprises' suggests services sector, but veteran certification is strong qualifier for government subcontractor outreach.","qualified"
"380","THEZCORE INTEGRATED SECURITY TECHNOLOGIES CORP","","disqualified","2","sales","6","sales","direct compliance/security pitch","Name 'THEZCORE Integrated Security Technologies' strongly signals IT security/compliance focus aligned with CMMC; registered government vendor with contact Nicole Thezard makes this a solid sales target.","qualified"
"381","DELPHIQ LLC","","disqualified","3","sales","4","relationship_building","soft exploratory touch","Generic name 'DELPHIQ' with no visible defense or security indicator; database membership and contact Justin Bentley present, but insufficient signals to prioritize as sales lead.","qualified"
